"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",1.3846121243441,0.15919329903118,8.69767843728711,8.50742947393598e-13
"Zip85192",-0.912580288100714,0.190458835618323,-4.79148307894476,8.79923777191701e-06
