"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.579328387730861,0.180300702146926,3.21312330363954,0.00200810483216563
"household_size2",0.0402862010143096,0.243645360074695,0.16534770455698,0.86916090167018
"household_size3",0.91309458012951,0.27681547817793,3.29856764563792,0.00154848449184536
"household_size4",-0.425430120432415,0.432345895515823,-0.984004069067993,0.328601775451289
"household_size5-6",0.0181486012474753,0.282879014942049,0.0641567606250089,0.949033636011457
