"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",19.2515654204745,20.4022503519813,33.5437252285178,0.524043517875031,0.376124564424363,0.237096934765811,0.856970965697913,0.939552703312193
