"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",2309.76808408677,2309.92556440173,2323.99539633356,0.410467044455139,0.0632949740681291,0.370631160051298,0.83790462454994,0.939805884546385
