"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",121.140372503897,122.070605062036,128.625176547528,0.576489642899297,0.242025872241595,0.441260141222536,0.523872650676125,0.607006669916329
