"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",-913.47142890001,-912.584332125816,-877.903148283014,0.425218652412958,0.169784360507211,0.307672223642766,0.552192395528685,0.615171886167598
