"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",1117.27429321956,1117.65524560051,1128.07621468273,0.473932794575546,0.0609260372663246,0.439802160105627,0.897180030657862,0.99583186640589
