"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",674.175862573033,674.986673383844,686.085995746403,0.430249007643915,0.273258971403233,0.216019228395302,0.892742837694878,0.968089874990299
