"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",-391.123247381481,-390.96576706652,-376.895935134683,0.282735792228968,0.0896498560949874,0.21210073665252,0.825479765942125,0.893035746823994
