"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",2453.40573214686,2453.56321246182,2467.63304439366,0.275382269564363,0.0340837658666914,0.249813074023114,0.617155609372586,0.674000734542319
