"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-0.189381615426862,0.122354891775834,-1.54780583496266,0.125769529405244
"seasonMonsoon",0.90689915863201,0.183158573605483,4.95144257120849,4.24775666880578e-06
"locationWinkelman",-0.599630005520075,0.153399611657731,-3.90894083133655,0.000198029003800424
