"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.664205539018503,0.170828222500108,3.88814874555101,0.00021459313357101
"seasonMonsoon",0.734455158920806,0.241755711864634,3.03800540328928,0.00326327230056795
"prox.normal",-0.317477169032193,0.13124942852829,-2.41888420080825,0.0179607357091732
"locationWinkelman",-0.593725023155237,0.24993524030529,-2.37551544324048,0.0200456158889689
