"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",3251.8269333144,3252.27314845385,3276.7247297463,0.73101352584916,0.0911498504444145,0.704036496795021,0.660942925962116,0.787796597714533
