"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",98.5399531482238,99.2066198148905,111.361694105563,0.480633201017773,0.232964600282387,0.322890704687901,0.883675680668342,0.961084261485036
