"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",-361.103892640258,-360.639804242468,-341.685240863278,0.55920826219199,0.336074735789413,0.336082294846671,0.687970717894175,0.762966377583159
