"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",2806.95876262083,2808.4290328911,2870.29355770931,0.4964291321488,0.291715778552012,0.289027126960812,0.701729898201441,0.771634615385326
