"","proximity","prob","percent"
"1",0,0.04213704983443,4.213704983443
"2",4,0.70383460067707,70.383460067707
"3",8,0.9922710855733,99.2271085573299
"4",12,0.999855838263173,99.9855838263173
"5",16,0.999997331077785,99.9997331077785
"6",20,0.999999950596068,99.9999950596068
"7",24,0.999999999085495,99.9999999085495
