"","proximity","prob","percent"
"1",0,0.0617336234523487,6.17336234523487
"2",2,0.0120772053410085,1.20772053410085
"3",4,0.00226624020831302,0.226624020831302
"4",6,0.000421847866808352,0.0421847866808352
"5",8,7.84066463227684e-05,0.00784066463227684
"6",10,1.45689560391083e-05,0.00145689560391083
