"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",-1.16253397698816,0.328003430527584,252.214303272416,-3.54427383615547,0.000469043561739175
"seasonMonsoon",0.432354752801544,0.0897042459190232,225.891076586929,4.81978024977585,2.637967047168e-06
"pH",0.266327634656926,0.0556115254823358,250.280829150654,4.78907263102361,2.87090097199752e-06
