"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.713307039415564,0.0941908396519389,7.57299799058411,6.7257883235888e-11
"seasonMonsoon",1.06124032450123,0.195173077799142,5.43743192692482,6.15188358359318e-07
"prox.normal",-0.380409485024788,0.0862180781145925,-4.41217773979125,3.28476042664047e-05
