"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",0.772888760701062,0.472964269618118,1.63413773586979,0.113040938553316
"seasonMonsoon",1.74365297678126,0.533949179152536,3.26557853230287,0.00280497515836287
"Q651-2 years",-1.18358290193427,0.766647359240392,-1.543842664647,0.133469911460188
"Q653-4 years",0.175844912793099,0.663729608950647,0.264934561336068,0.792933946111403
"Q655+ years",1.29305616030782,0.663729608950647,1.94816705910127,0.0611316448248838
