"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-4.29082425393039,0.290754059998682,-14.7575729602876,5.10999417768619e-15
"seasonMonsoon",0.939166255302031,0.328244439684448,2.86117948016082,0.00775122514624526
"Q651-2 years",1.04639896993045,0.471295289317291,2.22026189026043,0.0343750154978759
"Q653-4 years",0.184700427640048,0.408026760033176,0.452667436873577,0.654156630250091
"Q655+ years",1.07689458108433,0.408026760033176,2.63927439709289,0.0132298029479615
