"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-1.80406513448028,0.305867877214249,-5.89818437591796,1.85391212301348e-06
"Q651-2 years",-0.738790077234937,0.580343493046647,-1.27302207414524,0.21278719020658
"Q653-4 years",0.887857923633976,0.495562600049501,1.79161608149059,0.0832879506529028
"Q655+ years",2.15630715707457,0.495562600049501,4.35123061518197,0.000144301089487985
