"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",-3.26405876770978,0.466850539520707,181.343096986481,-6.9916568395976,5.0318900358603e-11
"seasonMonsoon",0.672765582731977,0.114436428685901,152.466552554357,5.87894598300116,2.51321666827484e-08
"Q67Yes",0.368563631907992,0.16431863829707,49.3867234719282,2.24298129370857,0.0294173035419889
"pH",0.455642671510368,0.0779789142435133,173.307662276724,5.84315229226561,2.48099750992926e-08
