"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",-5.86131235089665,0.576019107062537,182.385873665731,-10.1755519548422,1.51554167735122e-19
"seasonMonsoon",0.924118352264073,0.142615144849871,156.08630298698,6.4798051654113,1.14064713482523e-09
"Q67Yes",0.394496159108962,0.19235863084648,50.9611091943361,2.05083680089097,0.0454416913136577
"pH",0.522529421169664,0.0965560086901882,176.75048303865,5.41167171528666,2.01053500667419e-07
