"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",654.709537242356,655.067364718394,681.109625104266,0.3567696762623,0.237136262319208,0.156821471560299,0.627340486126326,0.66804161350709
