"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-0.322006598430156,0.186316812841981,-1.72827451005861,0.0942205950976967
"lowNot Low Income",0.811674506972327,0.281684543914312,2.88150175261031,0.00724452556138884
