"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",2311.7104425304,2312.15665766984,2336.60823896229,0.442004927933993,0.0922169949850386,0.385321085564043,0.814348731626307,0.921099471401048
