"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",-375.270053189795,-374.693130112872,-361.767651360833,0.436927657074996,0.256026978947307,0.243154890041203,0.780894769110963,0.83832672531061
