"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",102.001374517416,102.816908497998,118.20425671217,0.546690683275282,0.32404622134763,0.329378234073241,0.541437608327874,0.597061295372592
