"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",3.07296383722048,0.179886696208848,17.0827743350891,6.51895327154658e-28
"seasonMonsoon",1.08106542595837,0.269280534762589,4.01464378742224,0.000137139113656127
"locationWinkelman",-1.20996802642307,0.225528778950542,-5.3650271688316,8.24263475426485e-07
