"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",949.023926655947,949.357259989281,970.364895026145,0.311726218292724,0.159008982011055,0.181591994462509,0.638912725547232,0.687825221979427
