"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",3254.95104175995,3255.52704175995,3283.40566625354,0.730973612108322,0.0953426673906097,0.702620673934407,0.65966528861388,0.779530781927643
