"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",1039.62475787139,1040.51185464559,1075.19303848839,0.370013759219909,0.236533304393755,0.174834679226134,0.66292787206051,0.71619237266334
