"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",-1.47999658344051,0.417934287182666,183.705790289478,-3.54121838965954,0.000504771233900699
"seasonMonsoon",0.450010262704227,0.10549293142104,158.981950193618,4.26578593126929,3.40869567921606e-05
"pH",0.285458940196536,0.0704430469598282,181.100910072909,4.05233663954551,7.51701113988358e-05
"Q67Yes",0.25183712732751,0.126589489901932,47.0981306193232,1.98939996932293,0.0524820295745989
