"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",243.897884100262,244.784980874455,279.466164717257,0.377881414620122,0.235167103136391,0.186595414591825,0.472012671671119,0.511558782668817
