"","AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma"
"1",1335.79105429763,1336.17200667858,1346.5929757608,0.818549445058423,0.0297394019219301,0.812987814509832,0.562296710631337,0.641567950388714
